"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State"
"725"," Capgemini","  – New York, NY","Information Technology","3.5","$78k-$122k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"726"," FGM Inc","  – Herndon, VA","Accounting &amp; Legal","3.7","$63k-$92k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"727"," Visionist, Inc.","  – Columbia, MD","Information Technology","5.0","$80k-$119k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MD"
"728"," Qualogy","  – United States","Information Technology","4.0","$68k-$99k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"es"
"729"," Vencore","  – McLean, VA","Aerospace &amp; Defense","3.2","$75k-$113k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"730"," Tec-Masters, Inc.","  – Huntsville, AL","Information Technology","3.5","$71k-$108k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"AL"
"731"," NetScout","  – Baltimore, MD","Information Technology","3.4","$92k-$131k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"MD"
"732"," Nelnet","  – Lincoln, NE","Finance","3.8","$65k-$94k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NE"
"733"," Smart Solutions Inc","  – Madison, WI","Information Technology","2.7","$74k-$107k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WI"
"734"," Digital River","  – Minnetonka, MN","Information Technology","3.4","$87k-$123k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"MN"
"735",NA," Baltimore, MD",NA,"NA","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"736"," Cyient","  – Phoenix, AZ","Information Technology","3.0","$64k-$94k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AZ"
"737"," Aetna","  – New York, NY","Insurance","3.3","$118k-$173k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"738"," Freddie Mac","  – McLean, VA","Finance","3.4","$114k-$164k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"741"," Fossil","  – Richardson, TX","Retail","3.6","$93k-$140k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"742"," Lockheed Martin","  – Grand Prairie, TX","Aerospace &amp; Defense","3.7","$76k-$114k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX"
"743"," Outfront Media","  – New York, NY","Media","3.0","$77k-$118k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"744"," State Farm","  – Bloomington, IL","Insurance","3.2","$86k-$127k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"IL"
"745"," J.P. Morgan","  – New York, NY","Finance","3.7","$77k-$125k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"746"," BSQUARE","  – Bellevue, WA","Business Services","3.3","$110k-$155k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"747",NA,"  – Washington, DC",NA,"NA","$82k-$126k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"748",NA," Los Angeles, CA","Business Services","3.7","$94k-$136k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"750"," Accenture","  – Austin, TX",NA,"3.8","$88k-$132k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"751"," National Opinion Research Center","  – Chicago, IL","Business Services","3.3","$75k-$113k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"752"," Stanford School of Medicine","  – Stanford, CA","Education","4.0","$86k-$129k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"753",NA," Boston, MA","Business Services","3.0","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"754"," Signature Science","  – Arlington, VA","Business Services","2.5","$60k-$92k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"755",NA," Chicago, IL","Business Services","4.1","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"756"," Pivotal Labs","  – New York, NY","Information Technology","4.1","$86k-$127k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"758"," RAI Government Services","  – Chantilly, VA",NA,"3.6","$75k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"VA"
"759",NA,"  – Springfield, VA",NA,"NA","$82k-$126k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"760"," Maden Technologies","  – Fort Belvoir, VA","Information Technology","3.3","$89k-$140k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"761",NA,"  – New York, NY",NA,"NA","$83k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"762"," Grant Thornton","  – Washington, DC","Accounting &amp; Legal","3.8","$86k-$129k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"DC"
"763"," Centra Technology","  – Arlington, VA","Information Technology","3.3","$96k-$142k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"VA"
"764"," INFOX Consulting","  – Seattle, WA",NA,"3.4","$85k-$125k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"WA"
"765"," CHEP","  – Palo Alto, CA","Transportation &amp; Logistics","3.2","$112k-$167k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"766"," Xaxis","  – New York, NY","Business Services","2.7","$99k-$154k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"767"," Altisource","  – Boston, MA","Finance","3.0","$105k-$149k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"768",NA,"  – San Francisco, CA","Consumer Services","NA","$105k-$156k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"769"," NYC Health + Hospitals","  – New York, NY",NA,"2.7","$59k-$94k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"770"," Aetna","  – Hartford, CT","Insurance","3.3","$106k-$151k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CT"
"771"," Yahoo","  – United States","Information Technology","3.8","$82k-$122k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"es"
"772"," Affinitiv","  – Calabasas, CA","Business Services","2.8","$92k-$153k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"773"," Spotify","  – Boston, MA","Information Technology","4.3","$124k-$177k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"774"," Fuel Cycle","  – Los Angeles, CA",NA,"3.2","$90k-$135k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CA"
"775"," Spokeo","  – Pasadena, CA","Information Technology","3.5","$121k-$168k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"776"," IBM","  – San Jose, CA",NA,"3.5","$94k-$135k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"777"," General Dynamics","  – Springfield, VA","Aerospace &amp; Defense","3.0","$78k-$118k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"778"," Robert Half Management Resources","  – San Francisco, CA","Business Services","3.5","$121k-$180k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"779"," AmTrust Financial","  – Cleveland, OH","Insurance","2.9","$67k-$102k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"780"," eBay Inc.","  – San Francisco, CA",NA,"3.7","$121k-$167k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA"
"782"," Vertafore","  – Greenwich, CT","Information Technology","3.1","$60k-$79k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"785"," LendingClub","  – San Francisco, CA","Finance","3.3","$155k-$219k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"786"," Software Engineering Institute","  – Pittsburgh, PA","Education","3.6","$59k-$98k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"792",NA," Saint Louis, MO","Information Technology","3.4","$68k-$103k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO"
"793"," ExtraHop Networks, Inc.","  – Seattle, WA","Information Technology","3.8","$77k-$109k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"795"," Twitter","  – San Francisco, CA","Information Technology","3.9","$134k-$184k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"796"," Abcam","  – Eugene, OR","Biotech &amp; Pharmaceuticals","3.0","$69k-$99k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OR"
"798"," NJF Global Holdings","  – San Francisco, CA","Business Services","3.9","$96k-$144k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"800"," Maple Leaf Sports & Entertainment","  – Ontario, CA","Arts, Entertainment &amp; Recreation","3.6","$67k-$104k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"801"," Intuit","  – San Francisco, CA","Information Technology","4.2","$142k-$193k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"804"," AmerisourceBergen","  – Chesterbrook, PA","Biotech &amp; Pharmaceuticals","3.2","$57k-$89k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"805"," RentPath","  – Atlanta, GA","Real Estate","3.0","$70k-$106k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA"
"807"," Accolade","  – Seattle, WA","Health Care","3.8","$122k-$171k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"WA"
"808"," Uber","  – San Francisco, CA","Information Technology","4.2","$113k-$158k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"809"," Bigfoot Biomedical","  – Milpitas, CA","Health Care","5.0","$94k-$136k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"811"," Cotiviti","  – Atlanta, GA","Business Services","3.3","$73k-$110k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"GA"
"812"," McKinsey","  – Chicago, IL","Business Services","4.4","$100k-$149k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"813"," IBM","  – Research Triangle Park, NC",NA,"3.5","$72k-$106k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"814"," Virta Health","  – San Francisco, CA","Health Care","5.0","$105k-$156k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"815"," Genentech","  – South San Francisco, CA","Biotech &amp; Pharmaceuticals","4.0","$118k-$195k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"816"," Google","  – New York, NY","Information Technology","4.4","$115k-$167k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"817"," J.B. Hunt","  – Lowell, AR","Transportation &amp; Logistics","3.2","$63k-$102k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AR"
"818"," RiverStone Group","  – Manchester, NH","Insurance","3.2","$85k-$127k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NH"
"819",NA,"  – Tampa, FL",NA,"NA","NA",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"821"," The Select Group","  – Morrisville, NC","Information Technology","3.3","NA",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NC"
"822"," Reputation.com","  – Redwood City, CA","Information Technology","4.0","$122k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"823"," ASRC Federal Holding Company","  – Falls Church, VA","Aerospace &amp; Defense","3.5","$95k-$141k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"824"," Rang Technologies Inc","  – Danbury, CT","Information Technology","3.3","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"825"," Talent Logic (Singapore)","  – Sunnyvale, CA","Business Services","4.0","NA",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"826"," Logic20/20","  – Seattle, WA","Business Services","3.9","$98k-$143k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"WA"
"829"," Steward Health Care System","  – Massachusetts","Health Care","2.7","$58k-$92k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ts"
"830"," Bridgestone Industrial Products","  – Roma, TX","Manufacturing","4.0","$62k-$100k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"831"," Pfizer","  – New York, NY","Biotech &amp; Pharmaceuticals","3.8","$99k-$154k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"832",NA," Baltimore, MD","Business Services","3.6","$136k-$190k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"833"," ACI Worldwide","  – Waltham, MA","Information Technology","3.2","$115k-$159k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"834"," Gap Inc","  – United States","Retail","3.6","$60k-$92k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"es"
"835"," Delex Systems","  – Suitland, MD","Business Services","2.7","$101k-$151k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"837",NA," Washington, DC","Media","2.0","$66k-$107k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"838",NA,"  – Linthicum Heights, MD",NA,"NA","NA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MD"
"839"," Trustmark","  – Jackson, MS","Finance","2.7","$60k-$94k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MS"
"840"," RedOwl","  – New York, NY","Information Technology","4.4","$75k-$111k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"841"," CNN","  – New York, NY","Media","3.7","$129k-$189k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"842"," Houzz","  – Palo Alto, CA","Information Technology","3.7","$89k-$127k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"843"," Ernst & Young","  – United States","Business Services","3.8","$107k-$163k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"es"
"844"," Catapult Sports","  – Chicago, IL","Arts, Entertainment &amp; Recreation","4.3","$79k-$121k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"845"," TechUSA","  – Tampa, FL","Business Services","3.1","NA",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"FL"
"846"," Calico","  – South San Francisco, CA",NA,"5.0","$128k-$205k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"849"," KAISER","  – San Diego, CA","Health Care","3.9","$73k-$113k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"CA"
"850"," eBay Inc.","  – San Jose, CA",NA,"3.7","$115k-$165k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"854",NA," Hoboken, NJ","Information Technology","4.2","$86k-$132k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ"
"855",NA,"  – New York, NY",NA,"NA","NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"856"," NetApp","  – Research Triangle Park, NC","Information Technology","3.4","$104k-$148k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NC"
"857",NA,"  – Livermore, CA",NA,"NA","NA",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"858"," MassMutual Financial Group","  – Amherst, MA","Insurance","3.3","NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"859"," Ibiztek Solutions","  – Baltimore, MD","Information Technology","1.0","$82k-$129k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"MD"
"861"," Amazon","  – Santa Monica, CA",NA,"3.6","$123k-$174k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"862"," Intrexon Corporation","  – Germantown, MD","Biotech &amp; Pharmaceuticals","2.7","$61k-$94k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"864"," L2","  – New York, NY","Business Services","3.1","$55k-$87k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"865",NA," Alexandria, VA","Information Technology","2.9","$74k-$109k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"866"," CSRA","  – Huntsville, AL","Information Technology","3.1","$53k-$74k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"AL"
"867"," JPMorgan Chase & Co","  – Dallas, TX","Finance","3.7","$81k-$124k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX"
"868"," Eclaro International","  – Duluth, GA","Information Technology","4.2","NA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"GA"
"869"," MetroStar Systems","  – Reston, VA","Information Technology","4.2","$51k-$79k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"870"," Nordstrom","  – Seattle, WA","Retail","3.6","$108k-$155k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"WA"
